Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,Phonological_Similarity_mean,Phonological_Similarity_std,#_of_Items
00K73X1D,0.28141927417299034,0.15113992102922846,2.02835,1.3263240686197322,0.06284000000000001,0.06473529176577487,6
0GMT2ITP,0.29455946231440044,0.059953457538748034,3.0439999999999996,0.6613093073592717,0.04695,0.09369999999999999,5
0L28O7LJ,0.3126402593368919,0.13500400426779982,2.96125,0.6617819558909545,0.13568571428571427,0.07482948234868012,8
0MGC7F4K,0.3997067062200767,0.05503550342028345,3.41,0.3832101251271944,0.11507499999999998,0.08850854478523527,5
0PRAW6DO,0.30149562994951057,0.11986077816286936,2.9450000000000003,1.6020830190723574,0.09668,0.07486916588289201,6
0QPSDFM3,0.3679649853814922,0.08102891867111345,2.95125,0.30907407803678016,0.057185714285714284,0.05675439567620669,8
18HXK612,0.3334642143146217,0.1128943145556914,3.1525000000000003,0.8816826445577151,0.07364285714285713,0.10370412812649354,8
1KEVYYJ9,0.2742443013963558,,3.8499999999999996,0.4666904755831213,0.0833,,2
20ISZCV2,,,3.27,,,,1
2BD455O0,0.22283275104382305,0.1037280774924844,2.6923153846153847,1.2979950024596614,0.08893333333333332,0.07631861840436784,13
37UDZTHY,0.37501163525042386,0.14762288938635967,3.23,0.8026362812631883,0.12514999999999998,0.09253360779429586,9
3YX63NZD,0.29879079753200627,0.1262137693047273,3.8074999999999997,0.7599725872249166,0.030366666666666667,0.05242340444241802,4
40SNDKQR,0.29549602506999095,0.14409012881171146,2.4688999999999997,1.1071130881712128,0.097,0.07562235119328148,9
476LZI3N,0.30286504867279657,0.04843809835958847,2.310025,1.550907047236122,0.1042,0.09541577437719614,4
4CA4DFWP,0.36561984638279427,0.10923182825283058,2.9883333333333333,0.6159031309115637,0.1091,0.07601654425189296,6
56M8U5A5,0.36959873876656557,0.1405618635175793,2.686,1.2345566005655633,0.10314999999999999,0.08177124596498861,5
5K82MZW1,0.3648258043038763,0.058495143151457,3.1585714285714284,0.5932940267673374,0.07873846153846155,0.07050325688058126,14
64LRAXDJ,0.28477097441675026,0.12400449040731268,2.786683333333334,1.5652332738817771,0.053059999999999996,0.04844510295169162,6
6CDVQX7L,0.31060940876346427,0.1456157416384257,2.9533333333333336,1.0278618584226191,0.0784375,0.057469269738580415,9
6D26ZXC8,0.2650880988534445,0.07056856917249761,1.63004,1.731137488185153,0.081375,0.06157387839010955,5
6PJDUW9O,0.3511967352348513,0.1469328557689047,2.891,0.6364737927746034,0.12746666666666667,0.08762483951483165,10
6VBV95IL,0.41447128497528685,0.03551406316707155,3.2066666666666666,0.8488423489278403,0.0417,0.05883128419472075,3
6XD6NVVO,0.3767805261275794,0.07334054729753474,3.0133333333333336,0.5312124496533065,0.07256,0.08748044352882534,6
73N2RQWR,0.2449907295603314,0.08948381027072784,2.4133416666666667,1.149805675643682,0.11936363636363635,0.05733149697552424,12
7SUXPU9Y,0.34865775693770584,0.045161556253191126,3.0940000000000003,0.5221398280154466,0.0998,0.018134129884465548,5
86EKSDZC,0.3067479482861985,0.10751305731974668,3.173125,0.7727329745778938,0.08320666666666666,0.0645014115755469,16
8BL6X7AX,0.3106440324246076,,3.115,0.3889087296526015,0.0588,,2
8JEQ20SU,0.4006255001045429,0.07487432289066709,3.4250000000000003,0.3615936946352912,0.06734,0.07485775176960634,6
8PAKX1OM,0.27457509329701496,0.12984199520122486,3.1355555555555554,0.6931470102206153,0.1522375,0.09820061008684504,9
8ZC5BFHF,0.23238707990158747,0.12857520366804268,2.8355555555555556,0.990481084008058,0.1387125,0.11855726087904889,9
97N7CQ49,0.26005075343153466,0.04831885427890148,2.671666666666667,1.025873611448636,0.09019999999999999,0.060860989147400485,6
9KZ4Q91O,0.2401717083294715,0.14820085546988732,3.416363636363636,0.6730419411488816,0.08728,0.11679521299170519,11
9O2ABUMY,0.19687340779981508,0.03369343531838972,3.215,0.795455844154784,0.17164000000000001,0.1445810948914138,6
A5YUTA1F,,,2.82,,,,1
AJVNZ9CE,0.3199436122625374,0.08999858667600447,2.94,0.1743559577416271,0.0909,0.0,3
AWO2EA8Q,0.19780384058105505,0.05179231824885091,2.120033333333333,1.870878938716595,0.1678,0.019798989873223337,3
B3MZX5TF,0.3964723374264203,0.11887607192468952,3.1457142857142855,1.0858768675262271,0.07453333333333333,0.08911800416676006,7
BF3MN8ZR,0.3892930076065168,0.046437946332977785,3.296666666666667,0.6742600882943219,0.06332,0.06975322214779758,6
BWQ1ZSYD,0.320847452849093,0.07116920767151119,2.447142857142857,1.1158212862538262,0.044233333333333326,0.048425227585078695,7
CI6QQA2Y,0.3872983560705257,0.13821996377159568,2.9433333333333334,0.8734910799010296,0.056400000000000006,0.05152872985044363,6
DUBYYHYX,0.13044760332134164,0.05543967452577941,2.28,0.5196793883411834,0.09763333333333334,0.011662475437630444,4
EA8GWQDV,0.3535703092419302,0.09839476607057523,2.7800166666666666,1.4143298065397145,0.0001,0.0,6
ESNMRF10,0.37832562325032093,0.10560245554719365,3.1566666666666667,0.6244570975388675,0.05988,0.09664161629443084,6
FDULT82W,0.32047421568829343,0.026664123625157653,3.174,0.5149077587296582,0.12505,0.0833,5
FJYUEQN8,0.38565181343879035,0.08864383561830055,3.335714285714286,0.5758430672459626,0.10081666666666667,0.03465120007541826,7
FYE2JV3H,0.18595783019584966,0.11146558127568137,3.026666666666667,0.8986360034333515,0.09972,0.06897417632708634,6
G8B6AJJV,0.3149848425509238,0.0417411012241876,3.1016666666666666,0.2939671183426246,0.17046,0.11415315589154776,6
GNLFFB4P,0.3044290277831072,0.052852641489464815,3.42,0.5245133799192215,0.1370142857142857,0.08027325060008947,8
H6D2C4VR,0.3642560332396526,0.17269389567806748,3.257142857142857,0.703424902464075,0.08631538461538463,0.09017204709289392,14
HCBTBYHS,0.30208037892064055,0.07864482087239857,2.860011111111111,1.1097538020259767,0.1310625,0.07077911188035231,9
HZP27937,0.35264916219258674,0.10718808680911446,3.83,0.8352644291879469,0.027833333333333335,0.04803554239657686,4
IEOJ1IW3,0.38200447429868334,0.13632025355124971,3.2600000000000002,0.33052987762076813,0.14684999999999998,0.026342044972502292,5
IN92PH3J,0.29564583447920595,0.036409650575468994,3.2575,0.956987460732898,0.10226666666666666,0.06887788711432234,4
IRFHWRXF,0.34555123794198056,0.11552126695785793,2.9725083333333333,1.0869068082978606,0.11011818181818182,0.12488455323363108,12
J8N7DCDH,0.42944980591174,0.3425679465388332,3.5416666666666665,0.772642651338034,0.30222,0.3967197839785659,6
JDVDZARM,0.2577512661591687,0.11395113329724257,2.7550125,1.2727612843594376,0.08947142857142856,0.0768026413236271,8
JEW0DH9D,0.23824446151585532,0.05362144380042911,3.1879999999999997,0.8353562114451534,0.1005,0.09805250294272622,5
JIMIPV7S,0.3696681565476054,0.1377095615564654,3.5475000000000003,0.6197868297130188,0.1076142857142857,0.07208634703306466,8
K6LTYZJH,0.24781460179919848,0.05641758021897158,2.4725,0.8358379029453019,0.151,0.0691088272219982,4
KMXD4OZC,0.22365225623600618,0.1041829117554784,3.3560000000000003,0.36868685900096865,0.078,0.024906357956687816,5
KZ9S5MPC,0.2334876174567675,0.012311026805907075,3.045,0.5090186637049765,0.09263333333333333,0.08482130235579581,4
LJSMGNV0,0.43171286525344416,0.02173902772534929,2.9240000000000004,0.410767574182773,0.06255,0.07211104862178425,5
LN8REBYY,0.341389196240107,0.14356849116166626,2.7725,0.5109060579010589,0.07790000000000001,0.011258330249197694,4
LUKGQM9Q,0.3674518607464214,0.06696614068454158,3.564,0.27134848442547077,0.09029999999999999,0.06941335126136276,5
MCYP84X4,0.3852806192268967,0.0024018946978577992,2.8699999999999997,0.24879710609249475,0.0909,0.0,3
N9V0QKO1,0.27600733564205887,0.15304107655017277,3.46,0.90756083359005,0.033400000000000006,0.05767729189204361,4
NHCBLFL1,0.3369817639982645,0.05973431560294768,3.13875,1.0060451211125105,0.024957142857142855,0.04250830731135022,8
NRXHKYAS,0.33929378445292,,2.9850000000000003,1.364716087690037,0.2222,,2
NXGNLGFN,0.830036034097245,,3.19,0.1131370849898477,0.1667,,2
NZ8ZTZHG,0.28615995905282005,0.05381653258699582,3.2099999999999995,0.592283715798434,0.050050000000000004,0.0706399674405361,3
O4NB1X6B,0.34074446071623904,0.03245688365394034,3.0700000000000003,0.9172059020016535,0.11909999999999998,0.2061140461006964,4
OEQ7A3BW,,,3.11,,,,1
OUSZQD8K,0.2355026220427492,,3.21,0.5515432893255072,0.0001,,2
OX30M9NX,0.32992267740951414,0.01454479247852776,3.4233333333333333,0.19502136635080092,0.0001,0.0,3
PBNU471N,0.4325693387648236,,3.0,0.2545584412271574,0.0001,,2
PLC36LSR,,,3.18,,,,1
PLW1S0CA,0.30232983789229767,0.10301096981849144,2.8685714285714283,1.09990042839384,0.08496666666666668,0.055924723214931214,7
Q3MFUDV9,0.3850934186332109,,2.61,0.05656854249492385,0.1579,,2
QGT05169,,,3.05,,,,1
RLHDN7YZ,0.2725406228366511,0.06042592160001936,3.296666666666667,0.4129568177586289,0.0667,0.09418662325404813,3
RS0Z27EB,0.386979015255448,,2.8499999999999996,0.2828427124746191,0.1,,2
S30LA614,0.3492034833334893,0.18856212034762507,3.0620000000000003,0.5331697665847155,0.06275,0.05456961914227855,5
S87Q76NA,0.22671135491275263,,3.12,0.6646803743153545,0.1,,2
SENRROOG,0.2352963244359606,0.1248687815066413,2.91,0.295972971738975,0.059649999999999995,0.009970205614730315,3
T6E9EPOZ,0.5695556074961597,,2.6,0.5232590180780453,0.1,,2
TPWBA9PZ,0.23089274973982565,,3.3499999999999996,0.6081118318204306,0.2308,,2
U2N1A8VX,0.41991674485013064,0.04676791256559658,3.0533333333333332,0.5858611894752315,0.0801,0.004525483399593911,3
U4TQC9J3,0.3542886572388317,0.12773326135441074,2.5275,0.615704203872823,0.0863,0.033809318242165126,4
U7RW6MVC,0.240109105995453,,4.25,0.3535533905932738,0.0001,,2
UIBPJL1Q,0.386979015255448,,2.735,0.12020815280171303,0.0909,,2
UVAI5SO9,0.3464659753879411,0.1563241820975298,2.8475,1.1235472101043789,0.1273,0.11053366003168447,4
VJJ2VCIY,,,2.87,,,,1
VNHTSXTP,0.33020067686802523,0.11816752244772324,3.26,0.7887458399256377,0.08334,0.058902020338864436,6
VNSY2V6A,0.40542641798915957,0.11015973797559749,3.102,0.5596159397300975,0.020900000000000002,0.0416,5
W6Z3Y3K6,0.40873201642642415,0.07727156555226576,3.216666666666667,0.3835970107634658,0.07221999999999999,0.04207507575750755,6
WU4Q5VLP,0.33606432799771774,0.06315761291678275,3.295,1.1652324517737511,0.06673333333333334,0.11541231881100619,4
XAA8CS8F,0.26042014068962327,,2.865,0.3464823227814083,0.0667,,2
XILQXDX5,0.34445110727430195,0.08982342734328436,3.32,0.64703168392282,0.0969125,0.08125261204592572,9
XJF7RLTQ,0.38773482005276705,,2.8499999999999996,0.04242640687119305,0.0714,,2
XV9JV4CP,0.3042150559518978,0.02740297669525286,3.0500000000000003,0.20663978319771842,0.19585,0.10019703089413379,3
Y0GQPG0K,0.34117038079195144,0.040305094865060016,3.1,0.500856409420048,0.06637142857142857,0.053526682264882754,8
YDKEN7JY,0.25983768925895956,0.09014393595931071,3.17,0.7582216034906948,0.050050000000000004,0.0706399674405361,3
YMQ1DC06,0.31861442828926567,0.03165978670582368,2.924,0.638263268565566,0.0763,0.07912938771404718,5
YP5UHRSA,0.3433419388268075,0.0058870657756297665,3.2433333333333336,0.7245918391296807,0.1288,0.0535986940139403,3
YQ5FHGIU,,,3.03,,,,1
YVQX6LL1,0.28804275254663425,0.021341878456154414,2.742525,1.9110491453213163,0.04449999999999999,0.03845152792802907,4
ZERL6DH6,0.3326073845455665,0.100472522445203,2.8927272727272726,0.8896076765528826,0.10722000000000001,0.09809791933460045,11
ZHMH16C4,0.30116935303091225,0.08085036735555573,2.825714285714286,0.8368364464429342,0.09904999999999999,0.10004660414027054,7
