accounting,africana studies,agriculture,american studies,anthropology,arabic,archaeology,archeology,architecture,arctic studies,art,art history,asian studies,astronomy,bio,bio engineering,biochem,biochemistry,bioengineering,bioinformatics,biology,biophysics,business,chem,chemistry,chinese,cinema studies,civil engineering,classics,communication,communications,comp sci,computer science,cooking,creative writing,criminal justice,dance,data and computer science,data science,dcs,digital computational studies,early childhood ed,earth and ocean studies,earth and oceanographic studies,earth science,east asian studies,ecology,econ,economics,education,electrical and computer engineering,electrical engineering,elementary ed,engineering,english,environmental science,environmental studies,eos,european history,evolutionary and ecological biology,fashion design,film,film production,film studies,finance,fine arts,forestry,francophone,francophone studies,french,gender and sexuality studies,gender and women's studies,gender studies,geography,geology,geophysics,german,gov,government,government and law,government and legal studies,graphic design,greek,gsws,hater,hispanic,hispanic studies,history,hotel management,human and organizational development,human rights,industrial design,international affairs,international relations,italian,italian studies,japanese,journalism,kinesiology,laclas,language,latin,latin american studies,latinx studies,law,legal studies,linguistics,literature,marketing,math,mathematics,mechanical engineering,media studies,medieval studies,meena,middle east & north african,middle eastern / north african,music,music technology,musical studies,neurochemistry,neuroscience,nursing,oceanography,performing arts,philosophy,physics,political science,pre-law,pre-med,premed,psychology,public health,reees,religion,religious studies,romance languages,russian,screen writing,secondary ed,sociology,spanish,special ed,sports management,statistics,theater,theater and dance,theatre,theology,urban studies,visual arts,visual studies,women's studies,zoology
-0.05550321,0.06763911,-0.019727383,0.030886244,0.03957937,0.01681122,-0.00035697935,-0.040361237,-0.04054985,0.07211752,-0.050599195,0.017130638,0.00942666,-0.05439757,-0.028683856,0.040602334,0.0028867242,0.021088472,0.013801839,0.00051201717,0.008199406,0.03683703,-0.08261745,0.030605068,0.025391567,-0.018694513,0.005301038,-0.008631677,-0.026879365,-0.031076843,-0.009531202,0.010981325,0.0016686947,-0.065194905,-0.042396247,0.023069208,-0.07437175,-0.023053484,0.014295548,-0.045651842,0.03786128,0.05220757,0.0034011547,0.0024359513,-0.0048569897,0.043688852,0.020588102,0.0556455,0.046086516,0.012963258,0.0069251815,0.03305197,-0.015762515,0.023393048,-0.045458738,0.053180978,0.06944748,0.0018241465,-0.034704614,0.022415744,-0.007702795,-0.051970527,0.017152771,0.060426243,-0.052735295,-0.047708157,0.013116037,-0.047672354,0.05614071,-0.060034614,-0.008427665,-0.013387692,-0.004265079,0.0029246935,0.037002303,0.051876917,-0.06338201,-0.05700487,-0.06453861,-0.08194301,-0.04470594,0.014831725,-0.044902828,-0.05934818,0.019567281,-0.0041266866,0.045157988,-0.023600537,-0.05462663,0.007614051,-0.058821257,0.033074606,-0.057255197,0.009752544,-0.02112537,0.039355844,-0.029416889,0.06393513,0.0029665316,-0.09883391,-0.043161657,-0.017045883,0.043658294,0.060354624,-0.07155149,-0.012888442,0.012847178,0.015685504,-0.035086814,-0.007304204,-0.021376584,0.02368886,0.06575026,0.038685232,0.052197687,0.021218387,0.03437381,-0.057375062,-0.047185693,0.04029544,0.019300524,0.030877816,-0.032533046,0.054862406,-0.0064584455,0.006720685,-0.059176255,-0.032123744,-0.0069580507,-0.021239107,-0.021239107,0.02558964,-0.026291436,-0.0007323098,0.012180693,0.002916855,-0.053035922,0.0034703803,-0.004228008,0.0073307278,0.04463955,-0.04534717,-0.07251956,-0.034628745,0.0056208638,-0.04433724,-0.06291552,-0.03416473,-0.010480308,0.070429035,-0.016351126,0.058856923,0.018078566,0.003817797
-0.076391265,-0.036719657,-0.039865088,-0.07233987,-0.04809643,-0.037053727,-0.04300481,0.00080090394,-0.022858903,-0.060355466,0.0060183015,-0.054601297,-0.039886326,-0.06392648,-0.081179686,-0.08163187,-0.08217291,-0.0743496,-0.06398561,-0.08582603,-0.06903528,-0.056019276,-0.0023489392,-0.06999872,-0.064149916,-0.06831917,-0.0009501714,-0.06293298,-0.070829846,0.026154514,-0.012634971,-0.08652162,-0.07698677,-0.021155143,0.014302677,-0.054735593,-0.017038357,-0.061247107,-0.06349479,0.022329673,-0.07516496,0.012186408,-0.009491123,-0.04371978,-0.075549975,-0.020532573,-0.07439341,-0.08028231,-0.078370534,-0.068658374,-0.06422569,-0.075899675,-0.039410647,-0.06713281,-0.02893091,-0.060222186,-0.036262657,-0.040661264,-0.07405247,-0.023596637,-0.036662918,0.015963603,-0.030187143,-0.005714981,-0.06046272,-0.05060273,-0.037748214,0.011853848,0.00325971,-0.06423375,0.033035215,-0.005304181,-0.037910562,-0.072625384,-0.0691918,-0.0804623,-0.051006034,-0.018187467,0.017181644,0.025380034,0.061414506,-0.06671724,-0.030480346,0.0035777735,-0.03111592,-0.019468043,-0.030536585,-0.06606494,-0.023120712,0.039638694,-0.046693627,0.03697869,-0.017948959,-0.059971444,-0.033263247,-0.03697802,-0.039952684,-0.051744178,-0.02425405,-0.028353935,0.041360065,-0.04389587,-0.028657204,-0.059430968,-0.015364823,-0.014569991,-0.013158838,-0.017213998,-0.016214661,-0.096925594,-0.08634077,-0.081049696,-0.021260735,0.015784223,-0.049618144,-0.010532136,-0.016488248,-0.0058200113,-0.01502488,-0.016946845,-0.036492407,-0.038219992,-0.03807869,-0.06165259,-0.053447343,-0.060428794,-0.06605217,-0.067699075,-0.0983916,-0.07520863,-0.07520863,-0.052546643,0.050247416,-0.023026774,-0.021117833,-0.018951325,-0.016095702,0.0056922766,0.042717602,-0.048525788,-0.020753227,-0.040532544,-0.04580742,0.05743036,-0.08056068,-0.0053375587,-0.011856971,-0.035305493,-0.036648642,0.0008725762,-0.034951866,-0.035710946,-0.024366317,-0.054793403
-0.011778557,-0.01538264,0.047588114,-0.047299538,0.015289595,0.041430004,0.06896648,0.07756311,0.027017891,-0.012806681,0.088500604,0.0814983,-0.01920531,0.062336423,0.008703693,-0.040977977,0.030456208,0.021369454,-0.01516819,-0.021881046,-0.021834867,0.028488012,-0.048709545,0.06266199,0.026074978,0.048246223,0.025262445,-0.002318621,0.054377936,0.021693205,-0.020026555,-0.0064542745,-0.021366494,0.049906205,0.044457622,-0.068012014,0.082480386,-0.042950004,-0.06273882,0.038235527,-0.04859794,0.013401028,-0.046820454,-0.03554771,0.013738475,0.014474285,-0.025359008,-0.01577638,-0.021652913,-0.006872206,-0.015820257,0.007958848,-0.0105407415,-0.054406665,0.005347579,-0.045055617,-0.06442317,-0.012407479,0.031473253,-0.04156966,0.05148055,0.034515258,0.03397055,-0.009168944,0.0021104927,0.09045076,0.02027727,0.07563136,0.04408393,0.033313446,-0.065425515,-0.06851925,-0.053365808,-0.019131703,0.0542218,0.0597964,0.03358007,0.015559456,0.02371166,0.022433145,-0.033324733,0.04858681,0.06996188,-0.0104883835,0.010129895,0.006198368,-0.036002252,-0.0036656328,0.007650795,-0.04899578,0.018552829,0.009274823,-0.067356,-0.072183385,0.021523543,-0.04136057,-0.0027165413,0.015062784,-0.017262554,-0.050214216,-0.04215494,0.045761805,-0.037024565,-0.033688955,0.017920425,-0.025354434,-0.040136307,0.07529775,-0.040430684,0.029204674,0.025192857,-0.039755385,-0.029384699,-0.018253,0.0046692267,0.050386906,0.06015478,0.08999162,0.08665666,0.087831065,0.044806253,0.057253536,-0.011195027,0.037059005,0.09340782,-0.0066828523,-0.021242067,-0.043490198,0.046065096,0.039750494,0.039750494,-0.072613485,-0.04043402,0.068406664,0.028402233,-0.001844439,-0.017602248,-0.021482516,0.030394489,-0.028738527,-0.049136803,0.024706334,-0.022191813,-0.0653074,-0.030373687,0.08027458,0.08200693,0.08290999,0.030164449,-0.032871123,0.088090524,0.02377249,-0.038138825,0.025675688
-0.05133938,-0.043459907,0.043210883,-0.03656171,-0.0215015,0.009963367,-0.026793828,-0.005257998,0.0013173689,-0.04971597,0.028392473,-0.0029361625,-0.0072142347,-0.018412778,0.060736135,0.041170802,0.00429754,0.021193394,0.03213186,-0.016487496,0.03865866,0.013144619,0.041623656,0.0020235379,0.005262722,0.003593031,-0.04666257,0.014258828,-0.037048005,-0.010655221,-0.044147767,-0.0038737415,0.00532477,0.02378069,-0.04398734,0.0027845001,0.057983726,0.006560166,0.010695358,0.042538535,-0.060495805,-0.013465772,-0.044588286,-0.057063997,0.013929905,-0.0047412645,0.01753148,-0.00186637,-0.0030701256,0.034981083,0.007113678,0.013748402,0.018344771,0.012046553,-0.0144187445,0.048534404,0.006511679,-0.016511688,0.03957574,-0.010631396,0.00762074,0.045928877,0.029679261,0.0006674091,0.031182753,-0.04124008,-6.383364e-05,0.041278478,-0.0047927173,-0.053123023,0.0041483045,-0.036614,-0.033924356,0.034578003,0.035863604,-0.021254094,-0.021868786,-0.0066548074,0.03285784,-0.0037524833,-0.0140167,-0.0014490607,-0.043197736,0.042625647,-0.015461193,-0.008593608,-0.028161837,0.0338735,0.026240397,0.03408376,0.059483502,-0.0017393732,0.017552728,-0.0047464776,-0.047172654,-0.051878758,-0.038508058,-0.015077216,0.00021436179,0.053532902,0.033789862,-0.052840523,-0.045645677,-0.035121843,-0.023991685,-0.021570608,-0.0543826,0.00964661,0.04833601,0.036549095,0.010477691,-0.00816113,0.01467776,-0.039729472,0.034625646,0.050527703,0.044648834,0.06663463,0.023897786,0.008844468,0.07692989,-0.02146059,-0.04420266,0.022442494,-0.014098075,-0.06545663,0.031819943,-0.012296707,-0.008033674,0.04927698,0.04927698,-0.061962962,-0.000540841,-0.010501732,0.05087721,-0.046504967,0.042125285,-0.006794119,0.010202282,-0.012101905,-0.022442695,-0.054771673,0.020252768,0.04695284,0.0095135495,0.021286236,0.002092949,-0.0113205835,-0.035572965,-0.061471023,0.024645632,-0.005465414,-0.06106365,0.0169626
0.02055637,-0.08455084,-0.0701761,-0.042880416,-0.01559286,-0.027699897,-0.04443868,-0.03409889,-0.025443938,-0.06427698,-0.0134537695,-0.027074974,-0.039318178,0.027524306,-0.048578717,0.033781826,0.015124889,-0.028625293,-0.0700029,0.05203981,0.002883077,-0.066566795,-0.07564209,0.038198277,-0.008881624,-0.008077022,-0.041835047,0.06773933,0.012019995,-0.0028513516,-0.03904369,-0.0018126264,-0.05361082,0.0103088375,0.0022747046,0.04591225,0.019839002,-0.039760016,-0.028899582,-0.0073796697,-0.056586877,-0.09031061,0.009556289,-0.036950845,0.017258348,0.03368205,-0.009595426,0.04845594,0.038685948,-0.083145835,0.03415514,-0.0053684916,-0.045183767,0.0100155175,-0.046669956,-0.01805341,-0.060857274,-0.012968782,-0.06968119,0.03092531,0.026583333,-0.011514988,0.03131686,-0.049323387,-0.044647645,0.0012164607,-0.061065044,-0.024902072,-0.052972082,-0.078652404,-0.017882496,-0.017497102,-0.020883927,-0.019847795,0.0044863843,-0.06077465,-0.046931177,-0.048899885,-0.07331035,-0.0013540227,-0.040503714,-0.038866904,-0.002988762,-0.006355452,-0.014341721,-0.028795727,-0.0643067,-0.06226241,-0.063478075,0.025217805,0.039752495,-0.051777065,-0.06517043,-0.048000146,-0.039397478,-0.056699302,-0.07664031,-0.003987456,-0.020207848,-0.063542165,-0.079779945,-0.022255648,-0.0411608,-0.07956678,-0.05423654,-0.058380753,-0.034559246,-0.013491115,-0.0384358,-0.04544434,-0.06437947,0.013202664,-0.045094702,-0.057450198,-0.036211744,0.056377605,0.060527757,-0.015163847,-0.049634427,-0.07497192,0.025493072,-0.039849564,-0.01706042,-0.046675175,0.013700341,0.012515308,0.0047840765,-0.002233667,-0.03686588,0.055094738,0.055094738,-0.067179106,-0.018984241,0.016096283,0.033133544,-0.04202884,-0.02080219,-0.010626979,-0.045308214,-0.046604894,-0.05638149,-0.06337083,-0.06849369,-0.061215084,-0.054288987,-0.010046562,-0.0052166814,-0.02293113,-0.006628089,-0.07210887,-0.034197707,-0.069599606,-0.066738755,-0.014191086
0.01207151,0.023808055,0.03278106,0.025378842,-0.027957438,-0.026478356,-0.07673508,-0.07425892,-0.014219929,-0.010997715,0.051000636,0.022373639,0.023211632,-0.07909149,-0.0067235054,-0.064017825,-0.014067906,0.02441987,-0.043856867,-0.059225194,0.062803544,0.008806552,0.057160806,0.019396598,0.0077466406,-0.03368246,0.0068252217,-0.008047452,-0.009744176,0.021474,-0.040970314,-0.035218176,0.020698246,0.062479425,0.06611535,0.060588196,0.06029854,-0.009045749,-0.051343963,-0.038604893,-0.04252651,0.02346082,-0.03894888,-0.050300494,0.029834876,0.021807453,0.043467004,0.05713833,0.06337123,0.06347297,0.022831498,-0.011650821,-0.007987245,-0.032235075,0.054876804,0.02285501,0.027410256,0.07445905,0.03239203,0.043727625,-0.042347185,0.04361756,0.06992205,0.029197708,-0.05146286,-0.00034441784,-0.02107594,0.04433096,0.044084482,0.03587361,0.035971735,0.039165664,0.06051782,0.08206617,-0.0043380302,-0.06176525,0.008575291,0.084884085,0.07050034,0.06455114,0.050965775,-0.011462375,0.005913018,-0.015469352,0.036998045,0.010020542,0.004769053,0.04483623,0.067201234,0.06830533,0.059589718,-0.03665332,0.06462853,0.0648589,0.07323659,0.065594256,0.026574358,0.0016738649,0.059907336,0.044165656,0.047136694,-0.030579755,-0.009959079,0.0016280367,0.04220627,0.047080353,-0.033599578,-0.027282264,0.026051087,-0.020700216,-0.04040254,-0.010257594,-0.0041373298,-0.044101655,-0.0674179,0.024730522,0.033170324,0.032095455,0.030907733,0.034026798,0.012402766,0.018601295,-0.00065763626,0.022141583,0.02009952,0.0044632927,0.0445282,0.060019597,0.009756277,0.026411317,0.026411317,-0.028675536,0.040137965,-0.020173274,0.03549668,0.020538291,0.057596985,0.00023321463,0.038680866,0.03153574,0.07317193,0.06107809,0.040083334,0.04052297,-0.04750973,-0.008738275,0.031745717,-0.037574276,0.013931106,0.053250477,0.028601972,-0.0035115988,0.031538233,-0.03342224
-0.05070206,0.014308514,0.00015812204,-0.056152668,0.054493025,-0.076229766,0.033768076,0.04372461,0.025148742,0.05653237,0.03777269,0.032192655,0.023288732,-0.005493058,0.026603824,0.039488673,-0.029218541,-0.05758123,0.029573003,-0.019931762,-0.027503623,-0.022010637,-0.048174467,-0.021905124,-0.030609047,-0.03869554,-0.0076872758,0.0026379337,0.018095216,0.055708133,0.054479074,0.017122675,-0.018394487,-0.017792394,0.03327912,-0.061694115,-0.037119523,-0.025562722,-0.024805773,-0.03128854,-0.060312156,-0.03816728,-0.0074930293,0.005469199,-0.02976207,0.019360237,-0.039587416,-0.043421715,-0.06095098,0.003146046,0.030502766,0.035729624,-0.024818482,0.037565954,-0.0930098,-0.02959285,-0.026042156,-0.04290386,-0.032178845,-0.027596848,-0.027659636,-0.01443542,-0.061247785,-0.021902207,-0.027972173,0.06157192,-0.04500316,-0.08071477,-0.07952355,-0.08631851,-0.04354661,-0.040407855,-0.01562755,-0.0530525,-0.0269894,-0.020281613,-0.08505801,0.03171249,0.04589224,0.0021900553,0.013172672,-0.04188022,-0.018800039,-0.038676433,-0.0332265,-0.05397349,-0.052866302,-0.02007574,0.0027486158,-0.069303095,0.052955016,-0.06368045,-0.065590076,-0.0713919,-0.06142016,-0.05759319,-0.081193306,0.02318454,0.027305631,-0.061553992,-0.092436895,-0.0644147,-0.048018117,-0.015226069,-0.015581391,-0.040452767,-0.07289886,-0.057512414,0.05679603,-0.042188533,-0.040119883,-0.019217359,0.06380821,0.039557494,-0.07402338,0.077772684,0.07722674,0.05056682,0.05086644,-0.022816977,-0.016924605,-0.017903803,-0.037700597,-0.022457732,0.0073756385,0.0048218747,0.024896517,-0.001536644,-0.055695727,0.051654126,0.051654126,0.014222158,0.07569658,0.015343458,0.042849448,-0.01911498,-0.07975767,-0.066562176,-0.0061031347,-0.05535902,-0.0017461772,-0.08229447,-0.07548394,0.056704577,-0.06374406,-0.019641198,-0.067173,0.0033139344,-0.0052892636,-0.032697134,0.004072692,-0.009779157,-0.0032385532,-0.034567095
-0.039357774,0.030010857,-0.060231645,-0.033426594,-0.046087608,0.024781268,-0.013208737,-0.0020859456,0.03421778,0.029765746,0.0410015,0.015831437,0.009178843,-0.039568823,-0.005511898,-0.007766547,-0.053480513,-0.057960708,-0.052890897,-0.052358553,-0.028610043,-0.053822286,-0.08066199,-0.07490881,-0.07439498,-0.04333767,-0.003253685,-0.029972974,-0.03090325,-0.009534119,-0.0053244615,-0.03135841,-0.04513116,-0.05565339,0.030285193,0.050331432,-0.02272226,0.0043910304,-0.00310439,-0.046297736,0.017365055,0.039202712,-0.0014818,0.013280506,-0.021389714,-0.003529967,-0.031850435,-0.028775346,-0.043751318,0.011635462,-0.043851823,-0.06973674,-0.027623883,-0.04279264,-0.035999887,0.0011702165,0.017071163,0.022884691,-0.021648636,-0.013202481,0.04865469,-0.019354379,0.025164418,0.050077677,-0.05259196,-0.010972371,-0.03976877,-0.04318104,-0.023871386,-0.010839724,0.030497732,0.0064577516,-0.010628563,-0.033680208,-0.0046647876,-0.04334521,-0.0345959,-0.057276186,-0.025931858,0.00367531,0.011849577,0.07803828,-0.037750877,-0.056259274,-0.017116208,-0.023267882,0.011424345,-0.029856374,0.011439497,-0.019309266,0.039425526,0.06294888,-0.06266203,-0.06814588,-0.01445295,0.016318692,0.0006219148,0.02010019,-0.056226008,-0.04894661,-0.024510877,-0.03798616,-0.023131264,0.01927063,-0.072526194,-0.0201647,-0.011558353,0.023778707,-0.016486717,-0.06389758,-0.06373873,-0.05677854,0.066197194,0.02858537,-0.055678427,0.033871155,0.04766062,-0.0056418553,-0.0003948878,0.047915302,-0.017407354,-0.049396444,-0.02311076,-0.07506742,-0.025482079,-0.05190338,-0.025958778,-0.05278293,-0.016477957,-0.049638815,-0.049638815,-0.009262317,-0.024166498,-0.028370623,-0.054952886,0.004739316,0.012007672,-0.03594133,0.042605057,-0.009644469,0.037556004,-0.024335751,-0.03010258,0.013383333,-0.0023604091,-0.045053333,0.014553787,-0.05182873,-0.050584838,0.016057914,0.061484154,0.0719873,0.002587542,-0.060920794
0.037448037,0.028183052,0.05858063,-0.0062813843,0.044065844,-0.016858447,0.004340749,-0.011038346,-0.028750153,-0.018580725,0.069245756,0.06265046,-0.039694794,0.00485246,0.011581513,0.0073913536,-0.0026396385,-0.024428502,0.0038886226,0.018325547,0.03063539,0.0066585485,0.014970429,-0.03489316,-0.0033923385,-0.049315784,-0.020493723,0.054659724,-0.07098473,0.018772224,-0.012823172,-0.0018024431,0.064894624,0.012356883,0.03726964,0.050236445,-0.0066025495,0.063165724,0.04757988,-0.058278807,0.030124122,0.05826854,0.020241167,-0.011473946,0.012865774,-0.02516454,0.05363024,0.04519876,0.051073473,0.051292155,0.04641815,0.046732143,0.057801116,0.04906511,-0.0065335142,0.021425446,0.03618549,0.014722049,0.0115844915,-0.028558886,0.071689166,0.07466353,0.054518815,0.057650227,0.059856568,-0.036221616,0.023057576,-0.010179607,0.025089497,-0.030991409,0.016327484,0.027187917,0.037192326,0.05711446,0.0060802256,0.040742204,0.003724104,0.022512948,-0.01799898,0.01747348,0.0053354665,0.052586187,-0.024068236,-0.07896971,-0.0486279,-0.03206877,-0.033717573,0.05888938,0.0039566397,0.03872651,-0.021250796,0.07656461,0.036163878,0.04440145,0.0031603472,-0.00027059257,-0.047815192,0.039405815,0.016698936,-0.017254887,0.0032019957,-0.043080997,-0.03778209,-0.03964162,0.045440678,0.0013905917,0.038470052,0.029045237,0.054116268,-0.0017982842,-0.00932242,0.06594714,0.015957419,-0.0068088225,0.05498401,0.040274948,-0.027915103,0.038486917,0.0662019,0.048302494,0.05071792,0.0209838,0.02484354,0.025570547,0.039386388,0.026317596,0.006384157,0.05198372,-0.0036213829,0.013966868,0.013966868,0.030209053,-0.0018231141,-0.06875958,-0.021603156,-0.028142339,0.009505394,-0.027558617,0.04811932,0.04143722,0.06225661,-0.021428224,0.020771503,0.013071412,0.027303534,0.017770186,0.028989183,0.028542502,-0.015826555,-0.008312558,0.008090489,-0.0033929474,0.01316211,-0.040350117
-0.078596026,-0.03280006,0.034336217,-0.028710097,-0.00076784793,0.03411922,-0.041501135,-0.034251228,-0.030515648,-0.04733622,-0.017908556,-0.050914407,0.004492115,-0.029915802,-0.030027542,-0.07909521,-0.052534815,-0.035172064,-0.07705637,-0.04515947,0.043350223,-0.011310106,-0.07843703,-0.014497265,0.04765725,0.02890917,-0.0199274,-0.07281526,-0.03270588,0.03514216,-0.07480037,-0.054854818,-0.064565286,0.064695664,0.018991087,-0.08333778,0.046232857,-0.027022688,-0.00774136,-0.053854257,-0.06507523,-0.023799658,-0.012662379,0.013638584,0.018811755,-0.0015366153,0.016544145,-0.057512842,-0.052728117,-0.029098365,-0.07227426,-0.077029504,-0.012959403,-0.07936539,0.050103217,-0.041478995,-0.0566508,0.0034625116,0.016809883,0.044731624,-0.05332846,-0.007952513,-0.050865684,-0.039848804,-0.081111275,-0.013223707,-0.061470002,0.048919927,0.019666135,0.049950905,0.044234842,-0.0056780647,-0.02000504,0.0016984527,-0.018125536,0.0015263993,0.063406155,-0.089105554,-0.06717427,-0.080572106,-0.079904795,-0.064145,0.060828567,0.0045860647,0.0747158,0.016711067,-0.007262476,0.011407389,-0.08326352,0.05890478,-0.068965405,-0.05618227,-0.04220918,0.0028823575,0.0567712,0.018575385,0.07769633,-0.061153054,-0.013762333,0.009908021,0.042339727,-0.004235348,0.01033526,-0.025488077,-0.09272436,-0.09060373,0.04131803,0.0091532115,-0.06900821,0.06358,0.058290202,-0.07075521,-0.028796423,-0.03130111,-0.028472224,0.027706554,0.03061092,0.02839888,-0.008492572,-0.026254985,0.050772034,-0.05133939,-0.0601584,-0.00069052895,-0.05453881,0.025450531,0.061880108,-0.04609128,-0.08553893,-0.07895936,-0.07895936,0.053385124,-0.04937643,0.031082276,0.0018593358,-0.02586973,0.03673497,0.053571604,-0.049570818,-0.026334528,0.0179501,0.04036348,-0.051906593,-0.07909877,-0.042934183,-0.051494315,0.011696435,-0.0059232595,0.01961008,-0.0056004478,-0.013450889,0.034745008,-0.036727298,-0.034796964
